10.2453,-1.04774e-05,0.000123172,-3.29666e-05
10.3093,-2.10467e-05,0.000246345,-6.60991e-05
10.3733,-3.15163e-05,0.000369638,-9.88847e-05
10.4371,-4.21077e-05,0.000492448,-0.000131778
10.5011,-5.26451e-05,0.000615708,-0.000164751
10.5652,-6.33862e-05,0.000739075,-0.000197877
10.6292,-7.39661e-05,0.00086242,-0.000230207
10.6932,-8.46165e-05,0.000985665,-0.00026324
10.757,-9.53885e-05,0.00110854,-0.000296189
10.8212,-0.000106122,0.0012322,-0.00032866
10.8853,-0.000116698,0.00135574,-0.000360993
10.9491,-0.000127968,0.00147813,-0.000395777
11.0131,-0.000138591,0.00160149,-0.000428164
11.0772,-0.000149491,0.00172487,-0.000460779
11.141,-0.000160168,0.00184769,-0.00049374
11.205,-0.000170773,0.00197135,-0.000525789
11.2691,-0.000181507,0.00209452,-0.000558934
11.333,-0.000192649,0.00221768,-0.000591637
11.397,-0.000203248,0.00234108,-0.000624002
11.461,-0.000214153,0.00246408,-0.000657832
11.5252,-0.000224699,0.00258805,-0.000689263
11.5892,-0.000235493,0.00271111,-0.00072254
11.653,-0.00024623,0.00283388,-0.000755596
11.7169,-0.000257183,0.00295692,-0.000788906
11.7809,-0.000268044,0.00307989,-0.000822473
11.8449,-0.000278941,0.00320297,-0.000856195
11.909,-0.000289992,0.00332589,-0.000890638
11.9734,-0.00030075,0.00345006,-0.000923578
12.0368,-0.000310907,0.00357221,-0.000956046
12.1009,-0.000322066,0.00369503,-0.000991072
12.1648,-0.00033255,0.00381823,-0.00102295
12.2291,-0.000343462,0.00394196,-0.00105672
12.293,-0.000353638,0.00406468,-0.00109052
12.3567,-0.00036465,0.00418689,-0.00112505
12.4208,-0.000374611,0.00431052,-0.00115701
12.4849,-0.000385497,0.00443385,-0.00119088
12.5487,-0.000396565,0.00455607,-0.00122574
12.6128,-0.000407055,0.00467969,-0.00125776
12.6789,-0.000418291,0.00480648,-0.00129393
12.7566,-0.000430267,0.0049563,-0.00133339
12.8207,-0.000441295,0.00507916,-0.0013681
12.885,-0.000452483,0.00520229,-0.00140351
12.9486,-0.000463126,0.0053244,-0.00143783
13.0126,-0.000473369,0.0054482,-0.00146886
13.0766,-0.000484461,0.00557084,-0.00150392
13.1406,-0.000494579,0.00569442,-0.00153576
13.2047,-0.000505488,0.00581736,-0.00156998
13.2687,-0.000516194,0.00594011,-0.00160472
13.3328,-0.00052589,0.00606484,-0.00163316
13.3967,-0.000536433,0.00618767,-0.00166722
13.4606,-0.000547433,0.00631007,-0.00170199
13.5248,-0.000557499,0.006434,-0.00173381
13.5887,-0.000568992,0.006556,-0.00177093
13.6526,-0.000579602,0.00667895,-0.00180386
13.7166,-0.000591413,0.0068016,-0.00183851
13.7804,-0.00060163,0.00692462,-0.00187122
13.8448,-0.000611791,0.00704925,-0.00190182
13.9088,-0.000623309,0.00717074,-0.00194082
13.9725,-0.000634194,0.00729299,-0.0019751
14.0366,-0.000644376,0.00741659,-0.00200776
14.1007,-0.000654364,0.00754028,-0.00203956
14.1645,-0.000664611,0.00766317,-0.00207272
14.2286,-0.000673961,0.00778601,-0.00210813
14.2926,-0.000683269,0.00791104,-0.00213497
14.3564,-0.000694099,0.00803302,-0.00217119
14.4204,-0.000703577,0.00815712,-0.00220094
14.4844,-0.000713001,0.0082814,-0.00223047
14.5487,-0.000722917,0.0084055,-0.00226235
14.6125,-0.000733312,0.00852806,-0.00229673
14.6766,-0.000742673,0.0086506,-0.00233342
14.7405,-0.00075168,0.00877513,-0.0023613
14.8045,-0.000762122,0.00889792,-0.00239614
14.8683,-0.000770502,0.00902097,-0.00242878
14.9325,-0.000780161,0.00914515,-0.00246001
14.9965,-0.00079055,0.00926791,-0.0024949
15.0602,-0.000798283,0.00939147,-0.00252502
15.1242,-0.000808942,0.00951373,-0.00256145
15.1884,-0.000818297,0.0096382,-0.00259156
15.2522,-0.000814503,0.00962488,-0.0025881
15.3162,-0.000814326,0.00962447,-0.00258967
15.3802,-0.000812748,0.00962537,-0.00258683
15.4443,-0.000810526,0.00962561,-0.00258664
15.5083,-0.000809634,0.00962555,-0.00258715
15.5721,-0.00080836,0.00962602,-0.00258579
15.6362,-0.000805174,0.00962695,-0.0025833
15.7004,-0.000804277,0.0096269,-0.00258378
15.7642,-0.000804096,0.00962584,-0.0025878
15.8282,-0.000803794,0.00962494,-0.00259122
15.8923,-0.00080234,0.00962567,-0.00258896
15.9561,-0.00080222,0.00962384,-0.00259578
16.0201,-0.00079887,0.00962502,-0.00259246
16.0841,-0.000797852,0.00962513,-0.00259235
16.1483,-0.000796958,0.0096244,-0.00259534
16.2123,-0.000794941,0.00962594,-0.00259024
16.2763,-0.000794167,0.00962436,-0.00259634
16.3402,-0.000792827,0.00962494,-0.00259461
16.4042,-0.000792996,0.00962496,-0.00259449
16.468,-0.000793314,0.00962314,-0.00260113
16.5322,-0.000791312,0.009624,-0.00259857
16.5963,-0.000791357,0.00962351,-0.00260036
16.66,-0.000791009,0.00962264,-0.00260366
16.724,-0.000789549,0.00962271,-0.00260384
16.788,-0.000787112,0.00962188,-0.00260765
